ts_code,trade_date,lookback_n,is_full_window,open,high,low,close,vol,amount,TR,MA,ATR,Z,adf_pvalue,kpss_pvalue,hurst,adf_ok,kpss_ok,hurst_ok,ou_valid,ou_a,ou_b,kappa,theta,sigma_ou,HL,half_life,steady_std_s,kappa_cv,kappa_mean,kappa_recent_positive,kappa_n_windows,hl_ok,kappa_cv_ok,grid_K,grid_n_layers,grid_spacing,grid_depth_z,grid_depth_ok,mean_reversion_pass,grid_1_buy,grid_1_sell,grid_2_buy,grid_2_sell,grid_3_buy,grid_3_sell,grid_4_buy,grid_4_sell,grid_5_buy,grid_5_sell
600519.SH,2024-02-20,11,False,1579.04,1579.04,1541.08,1553.58,34470.07,5755266.893,37.960000000000036,1530.8026666666667,34.720000000000006,0.656029185867892,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,8.680000000000001,1.25,False,False,1522.12,1530.8,1513.44,1522.12,1504.76,1513.44,1496.08,1504.76,1487.4,1496.08
600519.SH,2024-02-21,12,False,1549.88,1610.33,1546.14,1597.92,46154.07,7868784.082,64.18999999999983,1536.9213333333332,36.903499999999994,1.652923616097846,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,9.225874999999998,1.25,False,False,1527.7,1536.92,1518.47,1527.7,1509.24,1518.47,1500.02,1509.24,1490.79,1500.02
600519.SH,2024-02-22,13,False,1588.47,1602.9,1581.99,1598.59,22793.61,3905984.695,20.910000000000082,1542.650666666667,35.044999999999995,1.5962143910210596,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,8.761249999999999,1.25,False,False,1533.89,1542.65,1525.13,1533.89,1516.37,1525.13,1507.61,1516.37,1498.84,1507.61
600519.SH,2024-02-23,14,False,1591.83,1604.17,1581.51,1594.6,27305.89,4670706.95,22.660000000000082,1547.37,33.515,1.4092197523496948,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,8.37875,1.25,False,False,1538.99,1547.37,1530.61,1538.99,1522.23,1530.61,1513.85,1522.23,1505.48,1513.86
600519.SH,2024-02-26,15,False,1588.94,1589.62,1567.56,1576.82,27318.32,4625594.409,27.039999999999964,1550.946,33.14,0.7807483403741708,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,8.285,1.25,False,False,1542.66,1550.95,1534.38,1542.66,1526.09,1534.38,1517.81,1526.09,1509.52,1517.81
600519.SH,2024-02-27,16,False,1565.68,1574.91,1561.03,1571.72,22079.85,3718478.358,15.789999999999964,1553.3953333333334,32.80749999999999,0.5585511443013533,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,8.201874999999998,1.25,False,False,1545.19,1553.4,1536.99,1545.19,1528.79,1536.99,1520.59,1528.79,1512.39,1520.59
600519.SH,2024-02-28,17,False,1571.19,1578.3,1557.31,1564.33,31867.31,5371312.847,20.99000000000001,1557.6466666666668,32.32199999999999,0.20677350823999657,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,8.080499999999997,1.25,False,False,1549.57,1557.65,1541.49,1549.57,1533.41,1541.49,1525.32,1533.41,1517.24,1525.32
600519.SH,2024-02-29,18,False,1564.33,1578.24,1562.14,1576.84,24758.33,4184917.973,16.09999999999991,1563.234,31.718999999999983,0.42895425454774744,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,7.929749999999996,1.25,False,False,1555.3,1563.23,1547.37,1555.3,1539.44,1547.37,1531.51,1539.44,1523.59,1531.51
600519.SH,2024-03-01,19,False,1572.19,1576.81,1559.8,1567.59,26867.96,4526845.398,17.039999999999964,1567.8873333333331,31.68699999999999,-0.009383448522523414,1.0,0.0,0.5,False,False,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,7.921749999999998,1.25,False,False,1559.97,1567.89,1552.04,1559.97,1544.12,1552.04,1536.2,1544.12,1528.28,1536.2
600519.SH,2024-03-04,20,False,1561.96,1563.81,1553.63,1559.44,26484.77,4434401.015,13.959999999999809,1572.8673333333334,31.403499999999973,-0.4275744211101731,0.8461825773593549,0.1,0.5,False,True,False,False,,,,,,,,,inf,,False,0,False,False,0.25,5,7.850874999999993,1.25,False,False,1565.02,1572.87,1557.17,1565.02,1549.31,1557.17,1541.46,1549.31,1533.61,1541.46
